studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	828	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N415A1	Yes	2008-02-19	49.4	21.8	190	1410	FEMALE	9.46582	-24.42064	
FAKE123	829	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N415A2	Yes	2007-06-13	33.1	17.5	181	3141	FEMALE	7.33904	-24.85733	
FAKE123	830	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N416A1	Yes	2009-09-21	41.6	22.2	200	2821	FEMALE	7.113=88	-25.81917	
FAKE123	831	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N416A2	Yes	2009-05-24	47.8	19.8	202	1788	MALE	8.21507	-24.55532	
FAKE123	832	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N417A1	Yes	2009-04-14	31.6	15.1	213	2656	FEMALE	7.86668	-23.91316	
FAKE123	833	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N417A2	Yes	2007-02-02	42.9	18.4	230	1780	MALE	8.53345	-26.75921	
FAKE123	834	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N418A1	Yes	2009-05-24	46.0	20.5	193	1024	FEMALE	8.21149	-24.58122	
FAKE123	835	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N418A2	Yes	2009-08-04	37.1	19.2	164	2923	FEMALE	9.928	-23.83207	
FAKE123	836	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N419A1	Yes	2007-12-23	33.2	18.9	225	4868	FEMALE	7.27907	-26.08777	
FAKE123	837	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N419A2	Yes	2009-05-01	45.0	18.2	191	2494	MALE	9.73642	-24.96267	
FAKE123	838	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N420A1	Yes	2009-09-18	46.0	19.6	206	3387	FEMALE	8.69283	-26.20598	
FAKE123	839	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N420A2	Yes	2007-08-19	35.9	21.4	215	2568	FEMALE	9.07615	-25.7268	
FAKE123	840	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N421A1	No	2007-01-15	49.9	21.8	210	3902	FEMALE	8.40136	-26.89428	
FAKE123	841	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N421A2	Yes	2009-08-11	32.0	21.4	160	2104	MALE	9.94698	-24.4539	
FAKE123	842	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N422A1	Yes	2007-01-02	36.7	19.8	212	2659	MALE	8.60577	-26.89838	
FAKE123	843	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N422A2	Yes	2009-04-13	38.6	16.2	186	4059	MALE	7.29799	-23.18751	
FAKE123	844	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N423A1	Yes	2007-08-09	49.9	22.0	206	4128	MALE	7.59709	-25.76174	
FAKE123	845	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N423A2	Yes	2007-08-20	31.7	19.1	212	3872	MALE	7.9177	-26.10291	
FAKE123	846	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N424A1	Yes	2007-11-28	50.0	15.3	190	4431	MALE	7.1422	-23.97722	
FAKE123	847	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N424A2	No	2007-05-05	33.7	22.4	196	3798	MALE	8.06564	-25.54585	
FAKE123	k848	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N425A1	Yes	2009-08-29	39.4	22.5	195	3877	MALE	7.85811	-23.99402	
FAKE123	849	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N425A2	No	2007-10-23	33.0	22.3	216	2442	FEMALE	7.89899	-23.65428	
	850	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N426A1	Yes	2009-11-22	41.2	19.5	174	2402	FEMALE	8.06385	-25.96802	
FAKE123	851	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N426A2	Yes	2007-10-08	38.8	16.9	228	2555	MALE	9.10379	-24.45935	
FAKE123	852	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N427A1	Yes	2008-01-29	48.3	17.2	212	4464	MALE	9.98953	-23.1106	
FAKE123	853	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N427A2	Yes	2009-10-01	34.2	21.2	229	2442	MALE	8.69379	-25.83842	
FAKE123	854	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N428A1	No	2008-10-12	43.8	15.8	201	1369	MALE	9.65871	-24.97174	
FAKE123	855	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N428A2	Yes	2007-11-12	47.1	15.3	224	3639	FEMALE	9.63211	-23.21178	
FAKE123	856	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N429A1	Yes	2007-05-10	43.3	19.8	219	2364	FEMALE	9.0057	-26.40577	
FAKE123	857	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N429A2	Yes	2007-01-19	50.0	18.5	211	4474	MALE	9.24413	-26.65839	
FAKE123	858	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N430A1	Yes	2007-01-22	34.2	21.8	227	3546	MALE	9.75122	-25.90218	
FAKE123	859	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N430A2	Yes	2007-04-25	42.9	22.0	189	4010	FEMALE	8.13009	-24.36024	
FAKE123	860	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N431A1	Yes	2008-09-09	37.3	20.1	174	2978	FEMALE	9.21706	-25.07962	
FAKE123	861	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N431A2	Yes	2008-01-24	47.6	18.5	226	1412	MALE	8.1848	-24.6432	None 
FAKE123	862	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N432A1	Yes	2007-08-06	37.3	16.9	162	3441	FEMALE	8.98505	-23.27075	
FAKE123	863	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N432A2	Yes	2007-04-11	38.9	19.9	209	4213	FEMALE	8.43311	-25.8304	
FAKE123	864	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N433A1	Yes	2009-01-01	48.1	18.2	181	1143	MALE	8.99286	-24.00962	
FAKE123	865	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe		N433A2	Yes	2007-12-12	35.3	21.9	176	1946	MALE	8.15245	-25.00743	
FAKE123	866	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N434A1	Yes	2009-08-16	44.0	16.3	199	4252	MALE	8.31746	-26.76216	
FAKE123	867	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N434A2	Yes	2008-09-25	47.7	19.3	220	2186	FEMALE	8.71207	-26.91575	
FAKE123	868	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N435A1	Yes	2008-10-19	35.2	18.7	229	3382	FEMALE	7.99449	-24.47061	
FAKE123	869	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N435A2	Yes	2009-09-04	47.5	21.9	212	2920	MALE	8.04939	-25.64981	
FAKE123	870	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N436A1	Yes	2007-08-20	43.8	17.8	192	1075	FEMALE	9.13955	-24.98213	
FAKE123	871	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N436A2	Yes	2007-12-25	31.7	19.5	$160	1558	FEMALE	8.70522	-26.98417	
FAKE123	872	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N437A1	Yes	2008-11-05	32.9	15.1	213	2379	MALE	9.92711	-25.60701	
FAKE123	873	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N437A2	Yes	2009-03-02	41.6	18.8	188	2320	MALE	9.50928	-25.3132	
FAKE123	874	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N438A1	Yes	2009-11-10	41.3	22.3	201	3178	MALE	7.48603	-24.05338	
FAKE123	875	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N438A2	Yes	2007-03-07	46.5	19.2	182	1887	FEMALE	9.00192	-25.98694	
FAKE123	876	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N439A1	Yes	2008-03-05	47.5	21.8	218	3605	MALE	8.29253	-23.3649	
FAKE123	877	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N439A2	No	2008-02-01	44.1	18.5	208	1110	MALE	7.18165	-26.02068	
FAKE123	878	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N440A1	Yes	2008-01-21	43.1	16.4	205	3401	MALE	7.81943	-23.76414	
FAKE123	879	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N440A2	No	2007-06-21	34.0	20.4	179	4478	MALE	7.98483	-23.19047	
FAKE123	880	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N441A1	No	2007-08-27	43.4	19.9	197	2714	MALE	8.51933	-23.85986	
FAKE123	881	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N441A2	Yes	2009-01-04	30.4	16.2	178	3562	MALE	8.55145	-26.07827	
FAKE123	882	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N442A1	Yes	2009-01-26	39.3	18.9	219	2014	FEMALE	9.02584	-23.75581	
FAKE123	883	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N442A2	Yes	2007-08-02	34.8	18.3	172	2609	FEMALE	9.72196	-24.87762	
FAKE123	884	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N443A1	Yes	2007-11-27	35.6	21.3	160	2717	MALE	8.20816	-23.6877	
FAKE123	885	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N443A2	Yes	2008-11-06	46.3	21.5	187	2338	FEMALE	7.16753	-25.70544	
FAKE123	886	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N444A1	Yes	2009-09-21	38.3	18.2	191	1142	FEMALE	8.73686	-24.80388	
FAKE123	887	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N444A2	Yes	2009-09-11	39.5	22.5	213	4225	FEMALE	 9.85738	-24.17468	
FAKE123	888	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N445A1	Yes	2009-03-21	37.1	16.0	178	4517	FEMALE	7.48703	-25.55136	
FAKE123	88	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N445A2	Yes	2009-01-26	40.5	21.9	227	2093	MALE	9.4708	-25.79694	
FAKE123	890	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N446A1	Yes	2009-09-05	49.0	19.8	164	2838	MALE	9.98246	-24.60041	
FAKE123	891	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N446A2	Yes	2007-04-20	40.3	16.8	185	2407	FEMALE	7.23735	-26.11773	
FAKE123	892	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N447A1	Yes	2008-08-29	44.0	22.6	201	1406	FEMALE	7.1652	-24.60773	
FAKE123	893	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N447A2	Yes	2009-09-03	44.7	17.2	173	3812	MALE	7.94836	-23.68276	
FAKE123	894	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N448A1	Yes	2008-01-07	41.6	20.9	163	1364	MALE	9.62395	-25.06683	
FAKE123	895	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N448A2	Yes	2008-05-30	33.9	18.7	181	3774	FEMALE	7.82194	-25.80692	
FAKE123	896	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N449A1	Yes	2008-07-01	44.5	21.5	212	1303	MALE	9.05387	-26.51659	
FAKE123	897	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N449A2	Yes	2009-05-23	49.1	21.3	182	2634	MALE	8.54225	-24.91099	
FAKE123	898	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N450A1	Yes	2008-07-28	30.8	16.1	207	3201	MALE	9.65125	-25.87551	
FAKE123	899	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N450A2	Yes	2007-06-21	39.3	19.9	216	1989	MALE	9.69996	-26.48665	
FAKE123	900	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N451A1	Yes	2009-04-30	36.9	19.6	206	1847	MALE	8.86547	-23.74983	
FAKE123	901	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N451A2	Yes	2007-07-17	38.9	22.7	213	1711	MALE	8.41347	-26.8822	
FAKE123	902	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N452A1	Yes	2007-04-28	48.7	19.9	219	2009	MALE	8.86968	-26.19202	
FAKE123	903	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N452A2	Yes	2008-06-26	38.0	20.0	180	2802	FEMALE	7.66592	-23.38128	
FAKE123	904	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N453A1	Yes	2007-01-15	36.6	18.0	175	1041	FEMALE	9.60006	-25.80406	
FAKE123	905	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N453A2	Yes	2009-12-23	44.2	15.6	209	4791	MALE	9.8947	-23.58692	
FAKE123	906	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N454A1	Yes	2009-06-20	38.1	18.1	184	3255	FEMALE	7.43803	-26.44725	
FAKE123	907	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N454A2	Yes	2008-08-23	46.9	16.8	168	2231	FEMALE	9.30707	-26.20902	
FAKE123	908	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N455A1	Yes	2009-08-11	49.5	20.7	229	3366	FEMALE	7.90694	-24.66111	
FAKE123	909	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N455A2	Yes	2009-01-07	46.5	17.6	178	2010	FEMALE	9.69596	-25.05063	
FAKE123	910	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N456A1	No	2009-07-11	34.8	21.5	212	3455	MALE	8.01318	-25.07097	
FAKE123	911	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N456A2	Yes	2008-06-10	38.8	23.0	179	2770	FEMALE	9.15268	-24.11419	
FAKE123	912	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg  Stage	N457A1	Yes	2007-11-10	49.4	22.9	198	1529	MALE	7.57427	-24.91007	
FAKE123	913	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N457A2	No	2007-08-17	44.6	20.4	171	2845	MALE	9.81925	-24.30515	
FAKE123	914	Adelie Penguin (Pygoscelis adeliae)	Anvers	B iscoe	Adult, 1 Egg Stage	N458A1	Yes	2008-06-21	48.9	19.0	171	4628	MALE	8.36047	-25.16896	
FAKE123	915	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N458A2	Yes	2007-01-23	39.4	15.6	202	1410	MALE	7.1523	-26.18242	
FAKE123	916	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N459A1	Yes	2009-01-06	30.2	21.2	182	1571	FEMALE	8.5585	-26.00943	
FAKE123	917	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N459A2	Yes	2009-02-01	38.4	18.7	192	4535	FEMALE	7.93061	-26.04919	
FAKE123	918	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N460A1	Yes	2008-05-30	33.5	18.8	203	4783	MALE	8.57821	-25.11611	
FAKE123	919	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N460A2	Yes	2008-01-10	31.4	20.3	202	1861	FEMALE	8.36966	-23.64917	
FAKE123	920	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N461A1	Yes	2008-01-01	35.8	20.2	220	4171	MALE	8.7764	-23.56926	
FAKE123	921	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N461A2	 Yes	2008-03-04	44.2	23.0	214	1070	FEMALE	8.6106	-24.35876	
FAKE123	922	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N462A1	No	2009-06-19	44.8	22.6	160	2784	FEMALE	7.59072	-23.4921	
FAKE123	923	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N462A2	Yes	2007-09-06	48.6	21.2	207	1330	FEMALE	7.95398	-24.51628	
FAKE123	924	Adelie Penguin (Pygoscelis adeliae)	AAnvers	Torgersen	Adult, 1 Egg Stage	N463A1	Yes	2009-06-25	42.9	21.7	200	3315	FEMALE	7.62707	-26.33833	
FAKE123	925	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N463A2	Yes	2008-03-17	50.0	22.2	212	1673	FEMALE	7.33341	-25.55347	
FAKE123	926	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N464A1	Yes	2007-08-22	35.7	15.5	186	3678	MALE	8.42732	-26.79106	
FAKE123	927	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N464A2	Yes	2009-08-17	35.3	16.4	205	2156	MALE	8.23924	-26.1125	
FAKE123	928	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N465A1	Yes	2008-03-26	31.5	22.3	161	4567	MALE	9.21471	-25.04987	
FAKE123	929	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N465A2	Yes	2007-08-02	32.6	16.6	230	2152	FEMALE	8.82339	-24.66237	
FAKE123	930	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N466A1	Yes	2009-06-09	47 .0	20.0	177	2664	FEMALE	9.0586	-23.41532	
FAKE123	931	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N466A2	Yes	2008-09-05	46.6	17.7	228	3613	FEMALE	7.98917	-26.92288	
FAKE123	932	Adelie Penguin (Pygoscelis adeliae)		Biscoe	Adult, 1 Egg Stage	N467A1	Yes	2009-10-05	33.5	16.6	189	2461	FEMALE	9.87763	-24.65429	
FAKE123	933	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N467A2	Yes	2009-01-21	42.0	17.7	182	3527	FEMALE	7.5162	-23.34135	
FAKE123	934	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N468A1	No	2009-06-18	32.0	20.2	172	3550	MALE	9.88522	-24.40166	
FAKE123	935	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N468A2	No	2009 -07-02	32.8	20.7	223	3567	MALE	9.20641	-26.51525	
FAKE123	936	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N469A1	Yes	2008-04-20	41.4	22.2	185	3047	MALE	7.38613	-25.53367	
FAKE123	937	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N469A2	Yes	2009-06-16	33.5	19.2	228	3697	MALE	9.59473	-26.27126	
FAKE123	938	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N470A1	Yes	2007-08-09	47.9	1m5.1	163	1843	MALE	8.27525	-23.7836	
FAKE123	939	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N470A2	Yes	2008-04-28	39.6	16.0	180	4176	MALE	9.03465	-25.20703	
FAKE123	940	Adelie Penguin (Pyg[oscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N471A1	Yes	2007-09-15	32.7	16.1	228	1665	MALE	8.87513	-25.72033	
FAKE123	941	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	 N471A2	Yes	2007-07-21	36.7	16.0	197	1520	MALE	7.88912	-24.97834	
FAKE123	942	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N472A1	Yes	2007-05-06	30.8	21.5	161	3293	FEMALE	8.53189	-24.0125	
FAKE123	943	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N472A2	Yes	2008-09-20	44.8	15.6	195	3004	FEMALE	7.89583	-23.23952	
FAKE123	944	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N473A1	No	2008-11-15	33.9	16.5	173	4418	MALE	9.17876	-26.27506	
FAKE123	945	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N473A2	Yes	2008-03-29	32.1	15.7	176	3454	MALE	8.53467	-25.79409	
FAKE123	946	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N474A1	Yes	2007-10-18	38.6	17.6	186	1245	MALE	8.47775	-23.66217	
FAKE123	947	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N474A2	Yes	2007-06-27	44.7	21.4	191	2036	FEMALE	8.64012	-23.2807	
FAKE123	948	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N475A1	Yes	2009-04-02	49.5	20.3	166	1513	FEMALE	9.51704	-23.13098	
FAKE123	949	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N475A2	Yes	2008-01-02	45.7	19.8	184	2286	FEMALE	9.55834	-25.02759	
FAKE123	950	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N476A1	Yes	2008-11-01	42.5	16.2	205	1402	MALE	7.30155	-25.91869	
FAKE123	951	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N476A2	Yes	2009-07-15	34.7	19.1	224	3340	MALE	9.98988	-24.01857	
FAKE123	952	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N477A1	No	2007-01-28	47.2	22.1	163	1979	FEMALE	7.10416	-23.32961	
FAKE123	953	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N477A2	Yes	2008-04-02	42.3	19.3	219	4935	MALE	9.68014	-23.19798	
FAKE123	954	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N478A1	Yes	2007-01-15	31.2	19.2	175	4845	MALE	7.67443	-26.03857	
FAKE123	955	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N478A2	Yes	2008-12-09	46.1	15.4	204	2557	FEMALE	8.6469	-26.1928	
FAKE123	956	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N479A1	Yes	2009-10-19	33.5	21.0	224	3799	FEMALE	7.4784	-26.04352	
FAKE123	957	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N479A2	Yes	2009-12-19	45.2	19.7	226	1208	MALE	9.84398	-24.71361	
FAKE123	958	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N480A1	Yes	2009-11-04	35.7	15.6	162	2477	MALE	7.27973	-23.37701	
FAKE123	959	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N480A2	Yes	2007-06-10	35.6	20.6	160	1038	FEMALE	9.34594	-25.25614	
FAKE123	960	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N481A1	No	2007-01-25	38.7	21.1	216	1752	MALE	7.50868	-26.66738	
FAKE123	961	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N481A2	Yes	2008-05-18	45.0	22.8	199	1901	MALE	7.89346	-23.50799	
FAKE123	962	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N482A1	Yes	2009-11-19	44.3	18.7	226	2919	FEMALE	7.05377	-26.29744	
FAKE123	963	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N482A2	Yes	2008-05-08	44.9	21.7	163	3644	FEMALE	8.98098	-26.24298	
FAKE123	964	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N483A1	Yes	2008-03-30	46.5	17.2	174	1328	FEMALE	7.28157	-25.26761	
FAKE123	965	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N483A2	Yes	2009-04-04	39.0	22.1	226	2153	FEMALE	8.59163	-25.61738	
